box,slot,mouse_num,organ,stain,patho assigned?,definitive,NED <150 d,TNP,notes,Category 1,Category 2,aod,has_scan,scan box,sb slot,cassette position,confirm can/should scan,not scanned reason,renamed,resultant geno,exclude,coh,gnotes.2,tumor1 ,t1 size (mm2),Annotated mrxs?,grouping 2,tumor2,t2 size (mm2),grouping,Sheri Notes,gnotes.1,1st note date (G),2nd note,note,box_label,blue,cyan,yellow,orange,green,black,pink,send for RNA?,hypercellular,necrosis,Pseudopalisading quality,PPN,glomeruloid mvp,whorls,high N/C,marked pleomorphism,pleomorphic/myxoid,Super high MF,Elevated MF,abnormal mitoses,rosenthall-ish fibers,strong rosettes,weak rosettes,entrapped neurons,diffuse HC,foamy cytoplams,giant cells,fibrillary appearance,B-type,lipo accumulation,hylenized,pomegranate/structural,adenoid,lymphocyte infiltration,ned,Grade (H/L),location
NFG14,049,25695,B,HE,,x,,1,,likely found dead.  exclude from hist analysis,,97,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Diverse tumor with many diffusions into brain. Hypercellular. Hylenization of vessels. Lipo areas. Areas with necrosis. Tumor outside brain with hylenized stroma, necrosis, and accumulations of slighlty elongated hyperchromic cells. Inside brain areas with infiltration of uniform cells (possibly lymphocytes), in large number throughout brain. Cells with fried egg appearance and perinuclear haloes. Weakly formed pseudorosettes and neuron entrapping. Diffusion of large amount (glial?) cells away from cortex. (img 13). Possible areas of calcification outside brain. Many many capillaties and blood accumulation, in and outside vessels. ",ts/dif,,"very diseased looking tissue. Tissue may be of low quality if mouse was found dead, or could be a phenotype... Have patho look. ",,,,oligodendro-like appearance with many lymphocytes. ,,"Diffuse low grade 2-3, NP. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,38,25695,T,HE,,x,,1,,,,97,Y,SB05,24,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,oligodendro-like appearance with many lymphocytes. ,,"Diffuse low grade 2-3, NP. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,077,25741,B,HE,1,1,,,,3.4.G,,137,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Obvious areas of PPN, high grade GBM features. Extremely hypercellular, nuclear pleomorphism. MFs including atypical MFs. Somewhat circumscribed. Area with lipo. B-type area. Additional areas with pseudorosettes/entrapped neurons. ",2.07,9,"obvious severe tumor. Whole brain appears diseased, with hypercellularity",,,,87,,"Grade 4, NP, PPN. ",9/20,,,nf1 glioma serial H&E unstained + pten,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,095,25741,B,PTEN,,1,,,,,,137,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Strong negative for PTEN in high grade tumor area. Plus large global loss of PTEN throughout brain parenchyma. ,,,,,,,,,NA,9/20,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,051,25742,B,HE,,0,,,,IA?,,98,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Diffusely hypercellular, pleomorphic glial cells. 1 area with whorls, possibly MVP. Additional hypercellular area outside brain with whorls and hyperchromic cell bunches. Many areas of weakly formed pseudorosettes, and neuron entrapment.   B-type area. ",dif,,diffuse,,,,69,NED,Grade 2. ,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,052,25743,B,HE,1,1,,,,2.4.NOS,,79,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"large high grade tumor outside brain, with GBM-like features of high cellularity, elevatd MFs, nuclear pleomorphism. Lipo areas. ",2.03,191,mtob,,,,39,TGOB,"HZ, marked NP. Brisk MF, grade 4. ",9/20,,,NF-1 N-TVA original H&E 25085-26280,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,053,25744,B,HE,,0,,,,3.2?,,88,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Diffuse hypercellular, entrapperd neurons. B-type area. Psuedorosettes throughout brain. ",dif,,"very diffule, hyperc. ",,,,59,,Diffuse HC probably grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,054,25745,B,HE,,0,,1,,3.2? in brain,,105,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Diffusely hypercellular. Neuron entrapement, pseudorosettes. Addition B-type areas. ",,,,,,,72,,probable grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,055,25746,B,HE,,0,,,,3.2?,,65,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Weakly formed rosettes and entrapment. Mulitple Large-ish B-type areas. ,,,,,,,15,,probable grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,056,25747,B,HE,,0,,,,3.2?,,108,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,diffusely hypercellular with entrapped neurons. B-type areas. ,,,,,,,76,,probable grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,057,25748,B,HE,,0,,,,3.2 or 1.2.NOS?,,133,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Entrapped neurons, diffusely hypercellular. B-type areas. ""Lipo"" areas. Additional area outside the brain, with giant cells.  ",dif,,diffuse hyper. ,,,,85,,probable low-grade PA with HZ. Diffuse,9/20,,,NF-1 N-TVA original H&E 25085-26280,,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,058,25764,B,HE,,0,,,,3.2?,,95,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Diffusely hypercellular inside brain. 1 small tumor area in juntions between slices, hyperchromic cells and very hypercellular. Elseware 2 large B-type areas, plus areas of looselyf0romed pseudorosettes/entrapped neurons. ",,,,,,,66,,Grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,059,25765,B,HE,,0,,,,3.1/2?,,86,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Calcifications. B-type areas. Lipo areas. Diffusely hypercellular in areas.,,,,,,,58,,Grade 2 IA,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,060,25766,B,HE,,1,,,,3.2,,65,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Infiltration of hypercellularity, with pleomorphism. Infiltration of tumor area. Additional areas with liage N/C and aggregations/rosettes. Further areas with smaller cells and N/C. Would be a good sample for diffuse-ish cells that are clearly aggressive-looking. ",dif,,"has yellow-brown staining in areas - brain infection?? large regression areas, could be dure to glioima or from edema. ",,,,14,,"Some NP. Scattered MF. Grade 2-3 granular bodies, elevated MF",9/20,,,NF-1 N-TVA original H&E 25085-26280,,3,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,061,25767,B,HE,,1,,,,1.4.NOS,,79,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Use for picture. Eoisiniphillic, rosenthall-fibers ish. Many areas of different appearence, myxoid. Large tumor area, hypercellular. Giant cells.  Elevated MFs, some irregular mitoses. Whorls. ",2.06,7,,,2.02,4,38,,elevated MF. Grade 3,9/20,,*,NF-1 N-TVA original H&E 25085-26280,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,096,25767,B,PTEN,,1,,,,,,79,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,031,26007,B,HE,,0,,1,,3.1/2? in brain,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Large B-type areas, diffusely hypercellular. Additional area with aggregates of hyperchromic. Rosettes, and entrapment. ",,,,,,,47,,Grade 2,9/20,,,Nf1 Glioma Spinal Cord Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,45,26007,T,HE,,0,,1,,,,81,Y,SB05,31,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,"Large B-type areas, diffusely hypercellular. Additional area with aggregates of hyperchromic. Rosettes, and entrapment. ",,,,,,,47,,Grade 2,9/20,,,Nf1 Glioma Spinal Cord Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,063,26008,B,HE,,0,,,,3.2?,,137,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Lipo areas. Dififusely hypercellular. 1 area with tile-like cells in abundance. (see image). Additional area with mycoid, hypercellular accumulations with light stromal background. ",,,,,,,86,,Grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,049,26009,B,HE,,1,,,,see tumor,,66,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,B-type areas. Weakly formed rosettes and entrapment. ,,,,,,,N,,probable grade 2,9/20,,,NF1 Glioma Extracranial Tumors #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,066,26009,T1,GFAP,,1,,,,,,66,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,065,26009,T1,HE,,1,,,,2.4.NOS,,66,2S,SB08,5,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,brisk MF. Marked NP. Grade 4 gliosarcoma.,9/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,050,26009,T1,KI67,,1,,,,,,66,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,high index,9/20,,,NF1 Glioma Extracranial Tumors #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,047,26009,T1,OLIG2,,1,,,,,,66,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,051,26009,T1,PERK,,1,,,,,,66,Y,SB07,12,1,1,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,NF1 Glioma Extracranial Tumors #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,008,26009,T1,S100B,,1,,,,,,66,Y,SB07,13,2,1,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,074,26009,T1,SYNAP,,1,,,,,,66,Y,SB07,14,3,1,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,Misc Slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,032,26010,B,HE,,1,,1,,3.2 in brain,,81,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Diffusely hypercellular. Areas with tightly formed entrapped neurons and pseudorosettes. B-type area. ,dif,,,,,,46,,Probable grade 2,9/20,,,Nf1 Glioma Spinal Cord Tumors,,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,46,26010,T,HE,,1,,1,,2.4.NOS,,81,Y,SB05,32,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,46,,Probable grade 2,9/20,,,Nf1 Glioma Spinal Cord Tumors,,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,065,26011,B,HE,,1,,1,,3.1 in brain,,63,2S,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Weakly formed rosettes and hypercellular. B-type area,,,,,,,10,,Probable grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,47,26011,T,HE,,1,,1,,2.4.NOS,,63,Y,SB05,33,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,10,,Probable grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,030,26012,B,HE,,1,,,,3.2,,98,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Large areas of diffuse hypercellularity with pronounced neuron entrapment and tightly formed rosettes, especially dense in one particular area of cortex.  Small lesions outside brain hyperchromic accumulations in whorl-like structures. ",2.08,2,,,,,68,,Probable grade 2,9/20,,,NF1 Gliomas Brain Tumors (Glioma),,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,032,26012,B,KI67,,1,,,,,,98,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Areas of elevated index in the b-type area. Elevated index in area of dense entrapped neurons, especially around edges of lesion. ",,,,,,,,,Some areas of elevated index.,9/20,,,NF1 Gliomas Brain Tumors (Glioma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,031,26012,B,PERK,,1,,,,,,98,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Highly elevated in cells entrapping neurons. Elseware diffusely elevated, with some elevated cells. ",,,,,,,,,NA,9/20,,,NF1 Gliomas Brain Tumors (Glioma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,033,26012,B,PTEN,,1,,,,,,98,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Staining is a bit strong, with the result being probably too much background. However, pten-negative cells can easily be visualised entrapping neurons in primary lesion. ",,,,,,,,,NA,9/20,,,NF1 Gliomas Brain Tumors (Glioma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,066,26013,B,HE,,0,,,,3.1,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Diffusely hypercellular, lipo areas. B-type area. Area of pseudorosettes. ",,,,,,,45,,probable grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,045,26014,B,HE,1,1,,,,2.4.NOS,,80,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Rosettes/aggregates. B-type,dif,,difficult to tell where tumor location was. ,,,,41,,"grade 4, with MVP",9/20,,,Nf1 Glioma Spinal Cord Tumors,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,059,26014,T1,GFAP,,1,,,,,,80,Y,SB06,40,12,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,058,26014,T1,HE,,1,,,,,,80,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,2.05-b,57,,,,,,,NA,9/20,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,041,26014,T1,KI67,,1,,,,,,80,Y,SB06,20,3,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,Nf1 Glioma Spinal Cord Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,060,26014,T1,OLIG2,,1,,,,,,80,Y,SB06,41,1,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,057,26014,T1,PERK,,1,,,,,,80,Y,SB06,39,11,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,044,26014,T1,PTEN,,1,,,,,,80,Y,SB06,22,5,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,Nf1 Glioma Spinal Cord Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,011,26014,T1,S100B,,1,,,,,,80,Y,SB06,45,5,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,043,26014,T1,SYNAP,,1,,,,,,80,Y,SB06,21,4,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,Nf1 Glioma Spinal Cord Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,006,26037,B,HE,,1,,,,see tumor,,65,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Aggregates, rosettes and hypercellularity. Nuclear pleomorphism. B-type areas. ",,dif,diffuse/ned,,,,13,,"HC with high MF. NP probable glioblastoma, grade 4. ",9/20,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,063,26037,T1,GFAP,,1,,,,,,65,Y,SB07,15,4,1,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,061,26037,T1,HE,,1,,,,2.4.NOS,,65,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,2.03,,,110,,,,NA,9/20,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,062,26037,T1,KI67,,1,,,,,,65,Y,SB07,16,5,1,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,064,26037,T1,OLIG2,,1,,,,,,65,Y,SB07,17,6,1,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,008,26037,T1,PERK,,1,,,,,,65,Y,SB07,18,7,1,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,007,26037,T1,PTEN,,1,,,,,,65,Y,SB07,19,8,1,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,009,26037,T1,S100B,,1,,,,,,65,Y,SB07,20,9,1,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,071,26037,T1,SYNAP,,1,,,,,,65,Y,SB07,21,10,1,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,Misc Slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,070,26038,B,HE,,1,,1,,3.1 in brain,,77,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Hypercellylar, diffuse, weakly formed rosettes. Some small b-type areas. ",,,,,,,36,,Grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,50,26038,T,HE,,1,,1,,2.4.NOS,,77,Y,SB05,36,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,36,,Grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,071,26039,B,HE,,0,,,,3.1,,69,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Hypercellylar, diffuse, weakly formed rosettes. Some small b-type areas. ",,,,,,,23,,Grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,072,26040,B,HE,,x,,,,fd appearing. exclude from hist. analysis,,86,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Many cells with fried egg appearance.  Possibly lymphocyte infiltration, or very small neoplastic cells. Additional area with pervascular rosettes..., and noros. ",,,,,,,57,,"Grade 2, calcifications",9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,073,26061,B,HE,,,,,,,,99,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,Possible Grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,074,26062,B,HE,,,,,,,,90,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,"Grade 2, infiltrating astrocytoma",9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,075,26063,B,HE,,,,,,,,90,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,Grade 2?,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,076,26064,B,HE,,,,,,,,51,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,Grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,077,26064,TUMOR,HE,,,,,,,,51,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,"Anaplastic features, elevated MF, NP. Grade 4",9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,078,26065,B,HE,,,,,,,,90,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,Grade 2 IA,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,079,26066,B,HE,,,,,,,,90,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,Grade 2,9/20,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,097,26066,B,PTEN,,,,,,,,90,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,NA,9/20,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,080,26067,B,HE,,,,,,,,99,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,Probable grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,081,26067,T,HE,,,,,,,,99,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,Grade 4,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,082,26068,B,HE,,,,,,,,108,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,Grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,083,26069,B,HE,,,,,,,,139,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,2,xc,,,,,,,,,,Probable Grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,080,26137,B,HE,,x,,,,FD,,62,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Necrotic areas. Additional areas outside with lymphocyte-like appearance. Many cells with fried egg appearance.  Possibly lymphocyte infiltration, or very small neoplastic cells. Additional area with pervascular rosettes..., and noros. ",fda,,oligo-looking,,,,9,abundance of lymphocytes? Need 2nd opinion. ,"Probable grade 3. Probable necrosis. Analplstic features, elevated MF, NP",9/20,,,nf1 glioma serial H&E unstained + pten,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,098,26137,B,PTEN,,x,,,,,,62,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,,26137,B,PERK,,x,,,,,,62,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,,26137,B,KI67,,x,,,,,,62,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/20,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,081,26138,B,HE,1,1,,,,3.4,,122,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Accumulations of extremely hypercellular lesions inside brain plus gradient of hypercellularity classic with glioma. Pseudorosettes, with uniform, small cells. Areas of PPN. Many areas of entrapped neurons with hypercellular infiltrations. ",2.09,30,"large, aggressive tumor inside brain. Definitely send",,,,83,,"PR, PPN, grade 4",9/20,,,nf1 glioma serial H&E unstained + pten,3,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,099,26138,B,PTEN,,1,,,,,,122,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Accumulations of very hypercellular lesions are pten-neg. Highlights obvious, widespread entrapped neurons. ",,,,,,,,,NA,9/20,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,085,26139,B,HE,,x?,,1,,3.1 in brain,,92,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Diffusely hypercellular, with neuron entrapment and pseudorosettes. Additonal areas with lipo/necrotic appearance. Plus B-type area. ",,,,,,,63,,Likely grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
