GeneID	Length	X23908X10_20240412_LH00227_0067_A22KHYJLT3_S27_L003.resultsAligned.sortedByCoord.out.bam
330581	2553	0
330599	3189	13
330602	3253	31
330627	15161	53
330657	3002	18
330660	3791	4
330662	6815	1317
330664	1385	0
330671	3682	98
330677	2106	3
330695	1226	128
330721	6058	7
330723	2425	5
330734	2121	1
330737	2553	1
330738	1488	0
330767	763	0
330788	5764	323
330790	3576	89
330796	2874	0
330812	10123	159
330814	9936	1096
330817	1682	32
330820	1023	0
330830	3175	1
330836	13555	311
330850	3565	1
330863	11654	266
330890	3506	4
330902	1986	10
330908	32929	2541
330914	17336	828
330917	3346	1
330921	2215	9
330938	14532	314
330941	8549	87
330951	2799	0
330953	6581	8
330956	1637	0
330958	1205	0
330959	1059	33
330962	488	0
330963	10064	10
330998	7058	34
331003	1708	0
331004	3492	217
331011	1483	1
331026	1772	12
331046	3004	0
331063	4875	0
331188	4702	131
331195	1848	0
331360	1277	0
331374	7156	6
331392	1975	31
331401	8615	769
331416	979	0
331424	22140	466
331461	9369	208
331474	4385	0
331480	2177	5
331487	7052	273
331491	3658	3
331493	2126	2
331524	6775	13
331529	3878	4
331531	3882	1
331532	1271	31
331535	2456	2
331537	1509	0
331547	3290	5
331578	1081	6
331623	7356	83
332110	2687	2
332131	5503	0
332175	5964	80
332221	2735	0
332309	1998	0
332359	2139	12
332396	3032	1
332397	3928	57
332427	2564	0
332578	1106	0
332579	1980	23
332713	2870	0
332923	1452	0
332934	1505	0
332937	2117	1
332942	2574	0
332993	603	1
333048	3862	0
333050	14166	91
333088	8395	33
333182	617	2
333193	2584	8
333307	2504	0
333315	6626	5
333329	7149	3
333424	2998	0
333433	4544	315
333452	432	0
333467	925	0
333473	2613	0
333564	5448	3
333588	3489	4
333605	12598	44
333639	5992	205
333654	4250	14
333669	4364	0
333670	2207	13
333715	990	4
333789	25136	369
333883	2888	12
337924	2069	0
338320	5584	206
338337	4418	329
338346	2297	76
338348	3859	2
338349	10843	229
338350	2420	7
338351	6259	111
338352	2812	6
338354	9145	159
338355	7692	321
338359	4385	71
338360	2623	1
338362	6777	419
338363	18561	96
338364	6943	31
338365	6187	181
338366	10811	913
338367	5890	41
338368	3280	4
338369	3370	20
338370	7974	486
338371	8015	118
338372	12911	70
338374	771	0
338375	1887	0
338403	3064	0
338417	437	0
338438	5056	9
338467	4278	211
338521	2492	131
338523	9553	778
338535	2773	1
347708	2498	0
347710	2409	0
347711	2077	0
347712	1860	0
347722	9581	2071
347740	4917	2204
352968	2400	9
353025	3697	0
353047	5986	131
353109	516	0
353123	3413	0
353130	2487	1
353148	960	0
353155	3074	0
353156	1592	86
353165	984	0
353166	993	0
353167	1002	0
353169	8555	44
353170	5686	178
353172	2390	374
353187	7763	529
353188	2624	12
353190	5821	150
353204	2052	7
353208	4410	210
353211	14873	870
353234	5365	6
353235	5242	13
353236	5296	22
353237	5719	58
353242	1973	36
353258	2418	91
353282	17847	212
353283	1077	0
353287	4391	3
353310	3305	138
353320	336	0
353325	933	0
353326	30955	815
353328	16570	75
353342	4723	0
353344	2349	0
353346	3712	2
353371	1753	0
353373	108	6
353374	62	0
353499	2279	16
353502	1423	45
353504	1280	0
360013	11031	521
360198	502	56
360211	278	0
360212	291	0
360213	4522	94
360214	364	0
360216	6272	463
360217	380	0
360220	1159	0
368202	1396	166
368203	1117	2
368204	1950	0
373852	5617	43
373864	8595	161
378425	6752	0
378430	1439	7
378431	4457	0
378435	2821	0
378460	2313	48
378462	1961	17
378466	5890	121
378472	345	21
378700	1905	0
378702	3186	207
378775	3370	10
378776	4233	38
378937	1904	15
378954	1279	16
379043	1739	1
380601	3131	42
380608	3194	84
380614	9761	67
380629	5214	322
380654	10935	69
380660	5751	23
380664	4999	234
380669	11415	17
380674	3648	0
380683	3988	0
380684	3994	35
380686	1614	90
380694	2709	27
380698	28034	33
380701	2412	0
380702	8903	129
380705	1941	1
380709	2896	0
380711	9251	100
380712	1529	9
380713	3184	39
380714	4869	8
380718	2652	49
380728	4121	4
380730	11324	0
380732	2820	13
380752	2095	39
380753	11390	93
380755	1213	3
380765	689	0
380768	4399	26
380773	419	22
380780	1500	0
380785	3514	29
380787	921	1
380792	1480	0
380795	1201	0
380797	1008	0
380808	357	0
380809	359	0
380823	309	0
380824	294	0
380836	7018	393
380839	2890	3
380840	1720	37
380842	1363	0
380845	714	0
380850	3279	76
380855	2599	35
380863	1766	0
380878	886	0
380882	3277	0
380907	626	0
380912	4466	51
380916	7035	208
380918	4522	48
380920	1354	0
380921	23560	771
380924	2752	3
380928	7886	56
380930	1082	103
380934	2281	0
380959	3727	293
380967	1889	63
380969	4981	129
380975	506	0
380977	1776	2
380993	6592	50
380994	832	0
380997	1679	0
381002	745	0
381022	23080	1977
381033	4490	0
381038	1565	79
381043	520	0
381045	1225	40
381058	3412	0
381059	781	10
381062	15195	3093
381066	4781	182
381067	7010	91
381072	7568	2
381073	734	1
381077	1723	50
381085	3674	104
381091	4062	0
381101	1106	21
381104	1953	1
381107	3087	1
381110	9562	163
381112	16768	140
381113	4373	10
381122	2943	0
381126	4783	65
381142	2250	0
381144	349	0
381148	4875	6
381157	16057	108
381175	2009	5
381196	2429	5
381199	4811	44
381201	3229	14
381203	1897	0
381204	2689	8
381213	1896	0
381217	4287	19
381218	6564	33
381223	880	2
381229	3345	0
381232	5292	2
381236	3299	97
381246	2573	0
381259	2145	62
381260	12383	36
381269	3673	20
381270	11550	89
381272	767	0
381280	8504	217
381284	11524	3
381286	1659	0
381287	2743	10
381290	9219	317
381293	10032	116
381305	11011	839
381306	3760	27
381308	2007	4
381310	6687	87
381314	6408	230
381318	5269	40
381319	712	1
381334	2846	0
381337	3386	2
381338	6884	344
381339	2938	0
381347	4039	0
381350	2732	0
381352	4680	34
381353	4901	94
381356	4587	169
381359	6294	2
381371	641	0
381373	3680	1
381375	1217	2
381379	2807	116
381384	1331	0
381390	4140	0
381393	3877	3
381399	2175	0
381404	3096	7
381405	3458	0
381406	1878	44
381409	3629	0
381410	5222	91
381411	3015	0
381413	5961	17
381417	4043	0
381418	1103	4
381426	682	0
381438	1215	140
381452	735	0
381457	1973	0
381463	3257	0
381476	2826	0
381482	2424	4
381483	2078	1
381484	1362	0
381485	2893	1
381489	5639	1
381493	741	0
381498	661	0
381510	6951	470
381511	4398	76
381522	5137	1
381524	2277	5
381530	1014	0
381531	755	0
381534	1517	0
381535	1452	0
381536	847	0
381538	4620	3
381544	2240	9
381546	1933	9
381549	4807	31
381560	4367	28
381569	1927	0
381570	1951	0
381572	1406	0
381580	2302	1
381582	4933	21
381590	1828	0
381591	2942	0
381598	4009	1269
381605	5623	9
381622	2947	76
381626	9873	850
381628	3698	1
381629	971	100
381633	466	14
381634	10184	24
381644	6702	119
381650	3673	22
381651	759	2
381654	2786	0
381667	1070	2
381668	7221	205
381673	633	0
381677	4412	103
381678	4333	47
381680	3110	1
381686	2328	0
381693	3888	2
381694	7553	193
381695	23096	962
381707	704	0
381714	1705	0
381715	1167	0
381716	710	0
381724	1594	0
381738	2579	1
381741	2085	1
381759	3385	1
381760	2693	103
381776	360	0
381777	357	0
381778	348	0
381782	352	0
381783	347	0
381784	347	0
381785	2874	0
381792	775	0
381798	7888	76
381801	3490	152
381802	4168	69
381806	1350	0
381809	1740	0
381810	5280	6
381812	12177	26
381813	3634	13
381816	1819	0
381818	1290	0
381819	484	0
381820	2738	499
381822	607	8
381823	3284	90
381827	4600	0
381831	330	0
381832	1284	0
381833	1621	0
381835	5858	10
381836	2297	0
381838	2897	1
381845	3239	14
381852	5364	0
381853	4718	5
381867	2819	1
381884	3195	3
381886	3700	10
381903	2294	26
381914	817	0
381917	13724	15
381921	9103	457
381922	1530	2
381924	4193	3
381925	2026	53
381933	1298	0
381937	1057	0
381944	1541	0
381959	1382	0
381967	1457	1
381970	512	0
381974	1821	0
381979	3480	171
381983	10362	382
381990	18357	638
381994	1015	16
382000	500	0
382007	2405	0
382010	10671	183
382014	4202	145
382018	9348	202
382019	5651	152
382030	3096	175
382034	15251	300
382035	1144	0
382036	746	0
382038	6098	132
382044	2008	0
382045	3082	16
382051	5735	50
382053	2091	0
382056	10649	303
382059	419	0
382062	1987	12
382064	3062	0
382066	19740	195
382073	3496	78
382074	1666	0
382075	2922	87
382077	3844	0
382083	2585	236
382088	735	0
382089	1264	0
382090	7694	180
382097	1337	2
382099	875	1
382105	1695	0
382106	1490	0
382109	2590	0
382111	3874	296
382113	2441	0
382114	1186	1
382117	3504	46
382118	5018	39
382131	795	0
382133	1209	0
382137	1989	20
382139	1016	0
382156	1833	0
382180	341	0
382206	604	0
382207	4931	50
382209	1048	0
382217	2357	0
382221	2148	1
382231	2297	0
382233	890	0
382236	12801	591
382239	1596	0
382243	1803	0
382244	2152	4
382245	4360	106
382252	4240	119
382253	3246	117
382255	1503	2
382265	1130	3
382275	840	0
382277	886	0
382282	935	0
382301	918	0
382348	1035	0
382384	1493	0
382395	7104	4
382406	3107	71
382421	558	7
382423	3599	724
382427	9914	5
382450	3785	0
382522	2318	15
382523	563	2
382543	5832	22
382551	888	5
382562	2288	21
382571	4451	21
382620	15757	416
382639	3710	4
382686	2184	1
382692	294	0
382695	294	0
382696	294	0
382793	7533	306
382864	3952	1
382867	5812	555
382913	2953	3
382985	7077	202
383032	443	0
383075	3151	0
383103	4418	48
383243	927	0
383258	2553	2
383295	3242	234
383348	18467	77
383435	4486	7
383491	2593	0
383538	515	0
383548	1632	0
383563	2013	16
383592	3784	0
383619	9900	71
383678	3194	1
383709	1966	0
383712	372	0
383766	10113	43
383773	2221	1
383787	4861	0
384009	2019	32
384059	3174	18
384061	2883	45
384071	2790	8
384077	2147	0
384185	2722	3
384198	2531	0
384214	1552	16
384219	2547	0
384220	2568	0
384221	2562	0
384244	886	0
384261	7995	6
384281	1777	160
384309	3864	44
384410	351	0
384411	338	0
384417	347	0
384419	365	0
384452	1619	0
384514	332	0
384515	352	0
384522	933	1
384534	2559	0
384557	4059	0
384569	8866	328
384572	930	0
384585	419	0
384589	404	0
384605	3819	5
384619	4181	1
384639	1554	0
384695	924	0
384696	924	0
384701	1638	0
384703	939	0
384724	1512	12
384732	948	0
384763	5936	77
384775	982	0
384783	6794	438
384806	2654	0
384813	2572	0
384814	2564	2
384864	1122	27
384997	2438	0
385024	3938	0
385047	335	0
385109	352	0
385120	438	0
385138	899	1
385234	717	0
385253	352	0
385263	2193	0
385277	264	0
385291	352	0
385312	877	1
385317	550	0
385328	510	0
385338	493	0
385343	961	0
385354	10302	235
385377	2825	3
385380	1461	0
385454	567	1
385493	3000	0
385550	1618	0
385643	2617	2
385658	8318	59
385668	5372	43
385674	7992	68
386446	352	0
386450	341	0
386454	1446	6
386463	2395	2
386611	1308	0
386612	1579	20
386649	1486	190
386655	1288	63
386750	5804	366
386753	2995	213
387131	904	0
387132	929	2
387133	89	11
387134	93	14
387135	96	1
387136	77	0
387139	107	0
387140	92	0
387141	95	0
387142	68	0
387143	83	0
387144	68	0
387145	73	0
387146	70	0
387147	70	0
387149	64	0
387150	66	0
387151	68	7
387152	71	0
387153	90	0
387154	62	0
387155	73	0
387156	99	0
387157	68	0
387158	70	0
387159	72	0
387160	64	0
387161	63	2
387162	66	0
387163	70	0
387164	65	0
387165	79	0
387166	99	0
387167	66	0
387168	65	0
387169	68	1
387170	73	0
387171	69	0
387172	66	0
387173	65	0
387174	84	2
387175	64	0
387176	76	0
387177	75	0
387178	70	0
387179	69	0
387180	65	0
387181	71	18
387182	61	0
387183	68	0
387185	67	1
387186	74	0
387187	89	0
387188	66	0
387189	67	7
387190	94	3
387191	102	0
387194	70	0
387195	84	0
387197	66	0
387198	72	0
387199	76	0
387200	68	1
387201	68	0
387202	73	0
387203	79	0
387204	83	5
387206	110	1
387207	106	0
387208	91	0
387210	110	0
387211	112	0
387212	72	0
387213	108	0
387216	75	4
387217	74	0
387218	90	1
387219	85	0
387220	87	0
387221	73	0
387222	88	0
387223	71	1
387224	88	0
387225	71	0
387226	96	0
387227	89	0
387228	82	0
387229	65	5
387230	70	0
387231	66	0
387233	85	0
387235	68	0
387236	77	0
387237	73	0
387239	110	2
387242	90	0
387243	70	0
387244	94	0
387245	85	0
387246	94	5
387247	103	0
387248	93	0
387249	88	0
387251	85	0
387252	89	0
387253	83	0
387284	589	0
387285	3938	21
387314	11089	69
387334	371	0
387339	1044	0
387340	909	0
387341	927	0
387342	1032	0
387343	951	0
387344	1002	0
387345	930	0
387346	930	0
387347	900	0
387348	888	0
387349	918	0
387351	930	0
387352	936	0
387353	927	0
387354	963	0
387355	939	0
387356	933	0
387510	820	4
387511	897	0
387512	966	4
387513	996	0
387514	882	1
387515	960	0
387524	2610	82
387564	550	0
387565	953	0
387586	1729	8
387609	5129	94
387616	939	0
393082	1779	4
394252	1198	0
394430	3242	0
394432	3294	3
394433	3208	1
394434	3216	0
394435	2293	6
394436	3229	1
396184	11598	333
399101	437	22
399510	4454	756
399548	4756	28
399549	1405	0
399558	8421	223
399566	5055	118
399568	6016	61
399570	2388	6
399591	821	0
399599	3163	0
399603	6588	68
399609	6174	0
399626	1396	0
399673	1145	0
399674	1098	0
399675	1113	0
399676	1023	0
402727	4633	0
402728	1464	0
402730	2509	0
402734	2640	0
402757	2745	0
402767	1130	5
402773	4306	2
402774	2348	0
403088	3110	1
403171	528	0
403172	441	0
403174	6810	47
403175	3459	1
403178	4133	14
403180	1819	0
403183	3406	2
403185	5436	8
403187	2260	101
403200	598	0
403201	3675	66
403202	2115	0
403205	970	1
403395	2958	0
404194	2075	1
404195	1805	0
404222	924	0
404238	939	0
404239	969	0
404240	1123	0
404242	1180	0
404284	933	0
404285	963	0
404286	972	0
404287	918	0
404289	1088	0
404290	966	0
404291	942	0
404308	973	0
404309	1056	0
404310	927	0
404311	1017	0
404312	996	0
404313	951	0
404315	1016	0
404316	942	0
404317	939	0
404318	948	0
404319	1132	0
404321	939	0
404322	927	0
404323	942	0
404324	927	0
404325	948	0
404327	981	0
404328	996	0
404329	939	0
404330	927	0
404331	945	0
404335	981	1
404336	936	0
404337	936	0
404339	948	0
404346	984	0
404473	990	0
404545	4224	0
404549	570	0
404634	2717	113
404710	5725	74
404711	1007	0
404736	314	0
404737	38	0
404739	38	0
404740	38	0
404741	38	0
404742	42	0
404743	369	0
406176	1085	0
406186	918	0
406217	837	21
406218	5714	26
406219	1826	2
406220	2932	4
406221	2132	0
406222	1589	0
406223	1723	0
407243	1700	126
407785	567	51
407786	2665	385
407788	6120	59
407789	713	0
407790	1152	19
407793	522	0
407795	1507	0
407800	4652	47
407803	840	1
407808	490	2
407809	3304	0
407810	4155	11
407812	5498	81
407814	2043	0
407819	1209	132
407821	7659	123
407823	17168	500
407831	1779	12
408022	5724	44
408028	1484	18
408057	2084	3
408058	598	0
408059	5050	2
408061	1761	0
408062	7503	98
408064	897	5
408065	4072	3
408066	11152	46
408067	6208	68
408068	4504	182
408190	1074	0
408191	3748	32
408192	1437	19
408193	2346	1
408196	294	0
408198	853	1
408254	2990	0
414066	4622	10
414067	3653	0
414068	1661	7
414069	8117	76
414072	4197	18
414073	4439	1
414076	1668	0
414077	699	53
414079	956	44
414081	3631	1
414084	3769	0
414085	2546	91
414089	2017	13
414091	2688	0
414093	7840	143
414094	770	0
414095	1406	3
414101	3595	38
414103	1195	1
414104	1753	0
414105	603	0
414106	3237	2
414108	2118	27
414111	2071	35
414114	1927	3
414115	1734	4
414116	1448	1
414118	34482	323
414121	3091	0
414123	11686	30
414124	1296	2
414125	1833	0
414126	12857	9
414127	1332	0
414128	1795	8
414758	15624	537
414801	4090	30
414872	10697	757
415115	1156	8
425051	5857	4
431706	2117	4
432396	537	2
432436	2206	0
432442	23398	260
432450	11094	33
432466	1550	2
432467	2654	151
432478	4395	3
432479	695	0
432480	662	1
432486	5477	446
432488	876	0
432500	1659	1
432502	945	86
432508	12804	2721
432516	3649	2
432530	12315	513
432536	1077	0
432552	2190	2
432555	2971	7
432562	928	0
432572	11090	785
432582	4328	14
432589	1682	0
432591	1420	0
432593	1945	0
432600	1144	0
432602	935	0
432611	3704	10
432613	1932	1
432615	2311	0
432628	3139	15
432636	5251	5
432641	1115	0
432649	1451	3
432677	3608	0
432701	300	0
432702	294	0
432708	457	0
432709	302	0
432713	449	9
432720	3779	0
432725	483	0
432731	4751	351
432735	939	0
432736	939	0
432745	1033	3
432754	1100	0
432763	1360	7
432769	2634	24
432770	2981	8
432777	1306	0
432779	2746	13
432800	2387	78
432812	1622	0
432825	1823	0
432838	3604	0
432839	12174	34
432842	3829	5
432855	2487	55
432860	2385	0
432867	444	0
432870	2156	6
432879	2982	16
432910	336	0
432939	7128	20
432940	1927	65
432945	1459	0
432950	552	2
432956	2513	1
432958	632	3
432964	5201	3
432982	2320	1
432985	402	0
432986	717	0
432987	2961	0
432988	2243	0
432989	1324	0
432995	478	1
432999	3974	42
433003	1688	9
433004	1119	2
433016	414	0
433022	7337	107
433023	628	0
433024	4653	8
433031	921	0
433047	781	0
433064	615	7
433070	2947	0
433078	9365	3
433091	4917	5
433099	1068	0
433100	3867	0
433102	506	0
433107	663	0
433111	2634	4
433134	4457	0
433171	2712	1
433178	566	0
433180	777	0
433181	742	0
433182	1758	713
433197	951	0
433198	4243	1
433202	1919	8
433215	2703	2
433224	1763	14
433247	1826	0
433256	3362	159
433273	1245	5
433278	844	0
433281	1793	0
433287	3016	9
433292	1001	1
433294	1551	13
433315	1432	3
433319	506	0
433323	4671	37
433332	1437	1
433347	2828	0
433365	2534	1
433367	1751	1
433374	1588	0
433375	2306	66
433386	2055	0
433390	1131	0
433406	2790	286
433408	1385	32
433415	6181	42
433416	597	2
433424	1388	42
433426	2409	0
433449	945	0
433456	1231	7
433466	1383	0
433470	640	1
433481	1743	2
433485	2439	8
433486	3851	0
433490	388	0
433492	2048	1
433502	933	0
433503	2529	6
433520	3732	70
433586	6827	142
433597	1303	0
433619	2729	0
433632	891	3
433634	798	0
433637	459	0
433638	3000	10
433646	1962	1
433653	4159	0
433667	6236	512
433693	1741	269
433698	6518	17
433700	1667	1
433702	3141	332
433719	1362	0
433742	573	0
433745	1285	82
433746	2308	0
433748	732	14
433751	1671	0
433752	1909	10
433759	2048	201
433766	2207	0
433771	2926	131
433779	2084	0
433791	3691	68
433801	3547	11
433804	2920	0
433809	4543	4
433813	1601	58
433855	2780	214
433864	7615	140
433868	787	0
433873	2542	2
433874	617	0
433882	2516	11
433899	1127	0
433904	2510	44
433926	7797	807
433931	4685	69
433938	6859	53
433940	3443	33
433944	1352	0
433945	1460	0
433956	3641	35
433961	1171	0
433966	1715	4
434003	2047	1
434008	16700	729
434016	936	0
434017	912	0
434018	3905	0
434019	2527	0
434024	359	0
434025	348	0
434026	269	0
434028	362	0
434031	347	0
434033	358	0
434034	351	0
434036	347	0
434037	335	0
434039	347	0
434040	365	0
434041	360	0
434050	1292	0
434064	1423	25
434065	2433	0
434110	2675	0
434113	2675	0
434117	2586	0
434121	967	0
434128	4147	506
434130	3614	10
434147	1074	5
434156	2424	74
434171	3441	0
434172	3033	1
434175	1534	4
434178	4127	104
434179	4351	67
434197	3357	3
434198	1812	24
434203	3797	0
434204	3890	88
434205	2626	0
434215	4118	40
434218	5598	11
434219	4993	2
434223	8981	30
434232	1942	23
434233	1471	277
434234	21579	412
434246	3030	2
434249	1247	17
434264	1046	0
434280	5067	4
434285	1760	0
434310	2395	0
434325	2285	0
434341	7915	19
434350	2671	36
434353	2489	9
434377	5616	68
434396	2342	0
434402	633	5
434412	3796	0
434423	641	0
434436	2102	4
434437	2047	88
434438	3090	0
434439	687	0
434440	1511	0
434459	1581	0
434484	3550	74
434510	931	0
434540	2110	0
434555	2257	0
434586	352	0
434609	351	0
434624	937	10
434674	2381	0
434676	306	0
434685	284	0
434689	2984	34
434701	2571	0
434724	1998	0
434725	1960	0
434726	842	0
434727	842	0
434728	860	0
434729	733	0
434756	1792	7
434758	1053	0
434759	903	0
434760	795	0
434764	779	0
434766	800	0
434768	1355	0
434769	760	0
434775	3499	12
434778	2737	4
434782	1182	15
434784	1340	1
434794	1282	3
434797	3236	0
434800	727	1
434825	1758	0
434843	462	9
434858	1733	210
434863	1936	0
434864	2220	0
434865	2061	3
434866	2271	0
434869	2166	7
434874	998	0
434879	933	0
434881	893	0
434903	2401	0
434935	1206	0
434960	1123	0
435145	1838	9
435206	1077	0
435207	1077	0
435273	917	0
435285	951	0
435286	1128	0
435321	294	0
435328	294	0
435331	294	0
435337	1842	0
435350	1579	0
435366	19080	287
435376	2236	2
435391	1342	0
435518	2342	0
435528	2001	1
435529	7345	7
435626	3364	5
435653	2875	9
435684	9096	116
435732	1206	0
435755	1040	0
435766	3097	0
435772	1644	0
435791	549	0
435802	2122	0
435804	1008	0
435811	2524	3
435815	1224	0
435818	2483	0
435845	4355	0
435864	2547	0
435900	347	0
435904	347	0
435916	2550	0
435921	1511	0
435927	3036	0
435940	924	0
435946	924	0
435947	918	0
435949	918	0
435951	918	0
435953	918	0
435965	4015	160
435975	2580	0
436002	951	0
436003	1477	0
436008	2902	0
436022	2259	2
436059	1700	0
436062	1437	2
436090	2024	10
436100	2911	11
436135	924	0
436199	1595	0
436230	3229	41
436240	6530	26
436332	1977	2
436336	1253	7
436440	960	2
436467	364	0
436468	349	0
436479	330	0
436522	890	0
436523	824	0
436539	341	0
436545	349	0
436583	198	28
442795	3776	0
442799	10039	13
442801	9726	40
442803	766	2
442804	31718	297
442805	8938	73
442809	2099	1
442820	1844	0
442821	2552	26
442825	991	5
442827	4163	4
442829	2030	0
442835	625	0
442837	542	0
442838	7329	10
442842	452	0
442846	1808	1
442847	1334	0
445007	3058	166
445267	1339	0
446099	3425	0
446101	2884	5
446210	5876	0
446211	1175	6
448850	1096	12
448987	5102	55
449000	2680	10
449521	2674	25
449561	67	6
449562	69	18
449630	148	8
449631	145	34
450219	2200	1
474145	1092	0
474156	2784	84
474160	1589	2
474332	7928	524
493800	1468	8
493809	1032	0
494124	549	0
494448	5449	342
494468	2785	87
494497	430	0
494504	4182	297
494519	520	0
494546	1109	0
497071	1782	0
497097	14824	366
497106	545	0
497113	1745	0
497114	418	0
497652	1604	53
503491	419	0
503550	2251	0
503558	1047	0
503610	4448	97
503692	528	0
503844	708	0
503847	462	1
504186	3161	0
504193	4873	0
50490	6272	74
50492	2585	95
50493	4019	600
50496	4203	128
50497	1791	93
50498	1171	0
50500	3403	8
50501	2359	3
50505	7361	151
50518	11432	5
50523	5643	290
50524	5336	244
50525	2466	6
50527	4418	1133
50528	3234	2
50529	1747	71
50530	1505	5
50540	1366	0
50701	920	0
50702	1732	0
50706	3406	913
50708	725	96
50709	782	252
50720	16770	696
50721	2843	71
50722	1188	0
50723	3029	12
50724	6061	146
50753	3623	238
50754	6332	179
50755	6344	328
50757	2374	0
50758	27529	633
50759	3819	11
50760	2012	7
50762	2149	26
50764	1934	0
50765	3765	1
50766	6070	121
50767	8623	254
50768	23646	599
50769	3975	51
50770	16018	864
50771	5591	401
50772	4376	346
50773	849	32
50774	758	0
50775	1002	0
50776	2682	20
50778	1350	17
50779	8094	24
50780	11820	144
50781	3590	199
50782	3220	25
50783	2160	54
50784	1651	30
50785	3719	139
50786	5604	92
50787	8813	38
50788	1901	4
50789	4591	349
50790	5545	423
50791	8438	667
50793	7048	768
50794	6396	401
50795	1321	6
50796	2251	0
50797	3043	545
50798	6067	94
50799	4772	63
50817	5740	122
50849	3141	528
50850	6875	596
50868	4470	155
50873	27531	702
50874	3856	6
50875	3926	261
50876	10918	2055
50877	3306	11
50878	4841	17
50880	2734	35
50883	4448	34
50884	4405	1622
50887	1907	39
50905	2061	38
50907	5739	198
50908	3103	9
50909	2762	7
50911	1617	47
50912	4271	203
50913	2686	1083
50914	2171	2995
50915	2405	74
50916	3963	0
50917	3567	50
50918	3511	195
50926	4705	995
50927	7011	301
50928	1365	0
50929	1401	0
50930	1907	1
50931	2857	6
50932	6595	473
50933	1261	164
50934	7776	111
50935	2695	53
50994	830	1
50995	2975	288
50996	2455	46
50997	4774	134
51786	7118	293
51788	1069	273
51789	6926	341
51791	2443	6
51792	2256	621
51793	2024	108
51795	2435	5
51796	5808	1100
51797	3089	153
51798	1138	43
51799	3093	257
51800	1559	44
51801	5991	130
51810	15152	4404
51811	3409	0
51812	2052	104
51813	4729	279
51869	13853	823
51875	1097	7
51885	4298	86
51886	6965	1559
51897	3793	200
51902	5943	122
51938	5396	61
51944	5870	108
51960	4623	93
52004	2286	20
52009	2606	110
52013	4822	88
52014	4614	427
52020	5086	0
52023	4110	131
52024	1754	0
52027	565	8
52028	5829	69
52033	1837	84
52036	5844	902
52040	6682	382
52055	6171	106
52064	2008	66
52065	6666	228
52076	2919	36
52118	2888	100
52120	4603	115
52123	3829	378
52132	3313	123
52150	4089	36
52163	1434	201
52174	1627	91
52184	10925	221
52187	5212	340
52202	3402	93
52206	2668	279
52222	1474	0
52231	3834	34
52245	2961	45
52250	6864	543
52276	1626	55
52285	2761	2
52323	5972	379
52331	1985	3
52335	7617	409
52348	9437	730
52357	6625	286
52372	2220	1
52377	1562	32
52389	4834	69
52392	3684	88
52397	7568	671
52398	14410	1159
52401	3909	1
52428	3496	14
52430	1889	17
52432	2786	214
52440	3787	632
52443	5203	136
52463	18378	451
52466	1974	9
52468	5065	664
52469	718	38
52477	4510	209
52480	24206	2282
52502	3106	142
52504	9503	72
52512	565	0
52513	6301	112
52521	2803	63
52530	1112	58
52535	1623	59
52538	1500	29
52551	2745	170
52552	9566	509
52563	7101	207
52570	1857	2
52575	1858	61
52585	1697	148
52588	3128	107
52589	6115	1090
52592	2609	245
52609	6631	7
52614	3491	5
52615	4373	423
52626	1864	90
52633	1286	53
52635	10957	624
52637	965	72
52639	1817	145
52645	610	0
52653	1699	117
52662	29311	957
52665	18269	101
52666	3194	117
52668	1322	68
52670	1938	18
52679	6126	49
52683	3326	179
52685	2732	1
52686	4945	72
52690	6313	419
52696	3728	783
52700	1446	90
52705	4990	139
52708	5478	151
52710	8597	98
52712	3112	36
52713	1078	76
52715	9589	136
52717	1381	137
52793	972	0
52808	2762	217
52815	2888	28
52822	18161	525
52829	1699	22
52830	2319	434
52837	5148	629
52838	2923	77
52840	5046	645
52846	3271	99
52850	6653	160
52855	4421	79
52856	3469	43
52857	4698	380
52858	1788	104
52864	10632	257
52874	3927	248
52882	7160	645
52892	4310	74
52897	25629	136
52898	622	63
52906	6522	706
52915	9944	440
53310	6617	363
53311	2619	18
53312	3278	121
53313	4606	15
53314	904	3
53315	2394	0
53317	1771	105
53318	1997	28
53319	4049	456
53320	6558	17
53321	7044	113
53322	1938	57
53323	4882	584
53324	2551	18
53325	10744	236
53328	1870	302
53330	5305	399
53331	2535	484
53332	5151	396
53333	1827	113
53334	4288	298
53356	1068	108
53357	5299	105
53374	23060	671
53375	1258	63
53376	5984	84
53378	2910	741
53379	5302	3919
53380	1456	21
53381	2947	69
53382	3485	284
53404	1496	2
53412	2676	104
53413	3424	159
53414	3854	84
53415	1589	8
53416	4824	348
53417	7361	183
53418	4154	141
53419	5327	6
53420	1790	10
53421	3039	520
53422	2044	3
53424	2363	286
53598	1672	61
53599	2830	504
53600	1162	184
53601	5587	40
53602	2867	56
53603	1333	1
53604	6280	2
53605	4269	1312
53607	1570	89
53608	7173	34
53609	4750	377
53610	2672	723
53611	42738	833
53612	4494	229
53614	4543	147
53617	1722	0
53618	4680	302
53619	2108	151
53620	1648	8
53621	6750	366
53622	2591	0
53623	6500	1486
53624	1453	1
53625	2818	66
53626	2920	11
53627	2911	68
53761	7860	2093
53791	6343	96
53814	950	8
53817	1758	503
53856	1770	1
53857	7783	2
53858	2104	11
53859	4173	27
53860	5262	595
53861	3584	601
53867	6112	340
53868	1203	1
